
      7.57558465       1.91250108       2.00000000      27.00000000 
    729.00000000       0.00000000       1.00000000    1979.00000000 
      7.74500280       1.89160482       2.00000000      28.00000000 
    784.00000000       0.00000000       1.00000000    1980.00000000 
      7.64969262       1.90508812       2.00000000      29.00000000 
    841.00000000       0.00000000       1.00000000    1981.00000000 
      7.47306909       1.89009535       2.00000000      30.00000000 
    900.00000000       0.00000000       1.00000000    1982.00000000 
      7.49554194       1.93585979       2.00000000      31.00000000 
    961.00000000       0.00000000       1.00000000    1983.00000000 
      7.49554194       1.93296962       2.00000000      32.00000000 
   1024.00000000       0.00000000       1.00000000    1984.00000000 
      7.56008047       2.12465387       2.00000000      33.00000000 
   1089.00000000       0.00000000       1.00000000    1985.00000000 
      7.76302131       1.94304892       2.00000000      34.00000000 
   1156.00000000       0.00000000       1.00000000    1986.00000000 
      7.86480400       1.98650354       2.00000000      35.00000000 
   1225.00000000       0.00000000       1.00000000    1987.00000000 
      7.82404601       1.98100147       2.00000000      36.00000000 
   1296.00000000       0.00000000       1.00000000    1988.00000000 
      7.20042489       2.53607495       4.00000000      35.00000000 
   1225.00000000       0.00000000       2.00000000    1979.00000000 
      6.94697599       2.52091705       3.00000000      37.00000000 
   1369.00000000       1.00000000       2.00000000    1980.00000000 
      7.23561914       2.59376106       3.00000000      37.00000000 
   1369.00000000       1.00000000       2.00000000    1981.00000000 
      7.45933890       2.50797190       3.00000000      38.00000000 
   1444.00000000       1.00000000       2.00000000    1982.00000000 
      6.81344460       2.76631909       3.00000000      39.00000000 
   1521.00000000       0.00000000       2.00000000    1983.00000000 
      5.44241771       1.43031121       2.00000000      40.00000000 
   1600.00000000       0.00000000       2.00000000    1984.00000000 
      5.07517382       1.71918876       1.00000000      42.00000000 
   1764.00000000       1.00000000       2.00000000    1985.00000000 
      5.85220248       1.86252855       1.00000000      42.00000000 
   1764.00000000       0.00000000       2.00000000    1986.00000000 
      7.68662133       1.83258146       1.00000000      43.00000000 
   1849.00000000       0.00000000       2.00000000    1987.00000000 
      7.62851763       1.79175947       0.00000000      44.00000000 
   1936.00000000       0.00000000       2.00000000    1988.00000000 
      7.42654907       2.38692625       0.00000000      26.00000000 
    676.00000000       1.00000000       3.00000000    1979.00000000 
      7.25134498       2.38139625       0.00000000      27.00000000 
    729.00000000       0.00000000       3.00000000    1980.00000000 
      7.61579107       2.58097412       0.00000000      28.00000000 
    784.00000000       0.00000000       3.00000000    1981.00000000 
      7.58578882       2.60490942       0.00000000      29.00000000 
    841.00000000       0.00000000       3.00000000    1982.00000000 
      7.63046126       2.54709871       0.00000000      30.00000000 
    900.00000000       0.00000000       3.00000000    1983.00000000 
      7.34923082       2.56878815       0.00000000      31.00000000 
    961.00000000       0.00000000       3.00000000    1984.00000000 
      7.29979737       2.64333392       0.00000000      32.00000000 
   1024.00000000       1.00000000       3.00000000    1985.00000000 
      7.60339934       2.71071332       0.00000000      33.00000000 
   1089.00000000       0.00000000       3.00000000    1986.00000000 
      7.65917137       2.72195311       0.00000000      34.00000000 
   1156.00000000       0.00000000       3.00000000    1987.00000000 
      7.61579107       2.63905733       0.00000000      35.00000000 
   1225.00000000       1.00000000       3.00000000    1988.00000000 
      7.79975332       2.22570407       0.00000000      22.00000000 
    484.00000000       0.00000000       4.00000000    1979.00000000 
      7.71868550       2.43711595       0.00000000      23.00000000 
    529.00000000       0.00000000       4.00000000    1980.00000000 
      7.66152708       2.31747367       0.00000000      24.00000000 
    576.00000000       0.00000000       4.00000000    1981.00000000 
      7.71868550       2.34276687       1.00000000      25.00000000 
    625.00000000       0.00000000       4.00000000    1982.00000000 
      7.87853420       2.28747149       1.00000000      26.00000000 
    676.00000000       0.00000000       4.00000000    1983.00000000 
      7.91534817       2.39242576       1.00000000      27.00000000 
    729.00000000       0.00000000       4.00000000    1984.00000000 
      7.84384864       2.20937267       1.00000000      28.00000000 
    784.00000000       0.00000000       4.00000000    1985.00000000 
      7.95857690       2.14006616       2.00000000      29.00000000 
    841.00000000       0.00000000       4.00000000    1986.00000000 
      7.86326672       2.32042504       2.00000000      30.00000000 
    900.00000000       0.00000000       4.00000000    1987.00000000 
      8.00636757       1.97546896       2.00000000      31.00000000 
    961.00000000       0.00000000       4.00000000    1988.00000000 
      7.65254569       2.31253546       3.00000000      31.00000000 
    961.00000000       0.00000000       5.00000000    1979.00000000 
      7.85941315       2.43273581       3.00000000      33.00000000 
   1089.00000000       0.00000000       5.00000000    1980.00000000 
      7.69984241       2.42833631       3.00000000      34.00000000 
   1156.00000000       0.00000000       5.00000000    1981.00000000 
      7.80302664       2.34180577       3.00000000      35.00000000 
   1225.00000000       0.00000000       5.00000000    1982.00000000 
      7.74066440       2.28645573       3.00000000      36.00000000 
